"","Temp","Precip","Temp.wettest.QR","Precipt.wettest.QR","lon","lat","species.name"
"11425",169,417,123,222,-116.90442,32.90642,"Salvia   columbariae"
"11426",169,353,119,191,-117.44583,33.73611,"Salvia   columbariae"
"11427",153,489,75,270,-122.391389,39.3463889990748,"Salvia   columbariae"
"11428",161,607,98,348,-117.466,34.256,"Salvia   columbariae"
"11429",161,571,107,325,-118.301389,34.231667,"Salvia   columbariae"
"11430",161,571,107,325,-118.301472,34.231611,"Salvia   columbariae"
"11431",134,753,76,379,-121.91318,37.878605,"Salvia   columbariae"
"11432",174,513,120,297,-117.56083,34.14528,"Salvia   columbariae"
"11433",157,478,79,259,-122.391389,39.5155559990737,"Salvia   columbariae"
"11434",150,205,74,102,-117.92,35.71625,"Salvia   columbariae"
"11435",182,290,131,159,-117.38333,34.03333,"Salvia   columbariae"
"11436",120,651,53,353,-117.65,34.41306,"Salvia   columbariae"
"11438",220,96,315,37,-115.42333,33.68667,"Salvia   columbariae"
"11440",157,261,89,130,-116.12694,32.63361,"Salvia   columbariae"
"11442",180,193,94,74,-116.25583,34.12033,"Salvia   columbariae"
"11443",162,361,99,182,-116.414722,33.03,"Salvia   columbariae"
"11444",178,358,126,200,-117.4045,34.033,"Salvia   columbariae"
"11445",212,103,306,37,-115.63,33.68,"Salvia   columbariae"
"11446",174,336,116,181,-117.01667,33.7,"Salvia   columbariae"
"11447",157,261,89,130,-116.126944,32.633611,"Salvia   columbariae"
"11448",156,309,85,134,-116.43,34.17,"Salvia   columbariae"
"11450",178,195,104,76,-116.325285,34.263757,"Salvia   columbariae"
"11451",168,157,93,81,-118.094667,35.310444,"Salvia   columbariae"
"11452",127,250,37,123,-118.106111,36.536389,"Salvia   columbariae"
"11453",183,270,131,147,-117.353,34.0315,"Salvia   columbariae"
"11454",155,609,79,311,-122.593889,39.806666999072,"Salvia   columbariae"
"11455",133,589,80,322,-120.258333,35.358333,"Salvia   columbariae"
"11456",138,1139,78,627,-122.7,38.56667,"Salvia   columbariae"
"11457",205,122,299,45,-115.59528,33.71889,"Salvia   columbariae"
"11458",133,564,66,300,-117.45,34.374722,"Salvia   columbariae"
"11459",88,246,-1,95,-119.39,38.74,"Salvia   columbariae"
"11460",157,291,94,157,-120.47333,36.09667,"Salvia   columbariae"
"11461",150,266,82,142,-118.136667,34.487667,"Salvia   columbariae"
"11462",150,266,82,142,-118.13667,34.48767,"Salvia   columbariae"
"11463",162,272,90,112,-116.266,34.04417,"Salvia   columbariae"
"11464",168,145,85,49,-115.691,35.71783,"Salvia   columbariae"
"11465",141,494,73,261,-117.37639,34.37222,"Salvia   columbariae"
"11466",133,564,66,300,-117.45,34.37472,"Salvia   columbariae"
"11467",164,421,103,214,-116.8325,33.75111,"Salvia   columbariae"
"11469",90,180,10,56,-117.5189,37.4497,"Salvia   columbariae"
"11470",157,731,79,368,-122.576389,40.0969439990703,"Salvia   columbariae"
"11472",172,313,121,169,-117.394867,33.732151,"Salvia   columbariae"
"11473",172,313,121,169,-117.39487,33.73215,"Salvia   columbariae"
"11474",178,290,125,160,-117.31667,33.96667,"Salvia   columbariae"
"11475",171,373,115,199,-116.96667,33.46667,"Salvia   columbariae"
"11476",148,330,79,183,-118.439806,34.694139,"Salvia   columbariae"
"11477",178,290,125,160,-117.32222,33.96667,"Salvia   columbariae"
"11478",172,326,116,179,-117.18333,33.70833,"Salvia   columbariae"
"11479",144,454,83,228,-116.52722,33.14167,"Salvia   columbariae"
"11480",146,374,80,205,-118.662278,34.687167,"Salvia   columbariae"
"11481",144,454,83,228,-116.52639,33.14186,"Salvia   columbariae"
"11482",171,378,115,202,-116.97031,33.4754499991315,"Salvia   columbariae"
"11483",173,349,116,188,-117.02139,33.58222,"Salvia   columbariae"
"11484",173,344,121,186,-117.078056,33.434444,"Salvia   columbariae"
"11485",175,328,118,177,-117.03333,33.6,"Salvia   columbariae"
"11486",146,374,80,205,-118.662917,34.688528,"Salvia   columbariae"
"11487",168,402,110,217,-117.08583,33.80944,"Salvia   columbariae"
"11488",148,396,82,219,-118.782972,34.699528,"Salvia   columbariae"
"11489",130,450,66,237,-119.111528,34.943528,"Salvia   columbariae"
"11490",149,412,85,229,-118.712111,34.626056,"Salvia   columbariae"
"11491",130,450,66,237,-119.11153,34.94353,"Salvia   columbariae"
"11492",133,228,54,88,-116.33333,35.49583,"Salvia   columbariae"
"11493",138,214,59,82,-116.30833,35.48333,"Salvia   columbariae"
"11494",140,345,74,183,-118.73065853698,34.7599434374715,"Salvia   columbariae"
"11495",87,357,8,163,-117.74167,36.18333,"Salvia   columbariae"
"11496",79,381,3,174,-117.733333,36.183333,"Salvia   columbariae"
"11497",153,191,77,96,-117.910278,35.7097219991055,"Salvia   columbariae"
"11498",166,379,125,204,-117.02972,32.81222,"Salvia   columbariae"
"11499",212,94,309,40,-115.848333,34.386667,"Salvia   columbariae"
"11500",120,673,53,363,-117.56222,34.38583,"Salvia   columbariae"
"11501",129,336,66,171,-118.7,34.7125,"Salvia   columbariae"
"11502",179,316,118,165,-116.86667,33.75,"Salvia   columbariae"
"11503",150,342,82,188,-118.63333,34.78567,"Salvia   columbariae"
"11504",140,354,73,187,-118.72,34.72,"Salvia   columbariae"
"11505",203,123,297,43,-115.77,33.65,"Salvia   columbariae"
"11506",135,329,95,175,-121.1696,35.9864,"Salvia   columbariae"
"11507",139,353,72,186,-118.7,34.7,"Salvia   columbariae"
"11508",170,363,113,200,-117.18028,33.93222,"Salvia   columbariae"
"11509",188,163,113,58,-115.8,33.6,"Salvia   columbariae"
"11510",225,82,153,35,-116.14,33.47167,"Salvia   columbariae"
"11511",140,354,73,187,-118.71667,34.71667,"Salvia   columbariae"
"11512",168,394,113,211,-116.97694,33.46222,"Salvia   columbariae"
"11513",143,575,78,289,-121.5827,37.5734,"Salvia   columbariae"
"11514",167,406,111,217,-116.973889,33.453889,"Salvia   columbariae"
"11515",147,558,102,316,-118.920656134107,34.1099600034198,"Salvia   columbariae"
"11516",132,299,92,159,-121.199,35.845,"Salvia   columbariae"
"11517",145,411,82,200,-116.46147,33.22485,"Salvia   columbariae"
"11518",163,456,105,246,-117.13333,33.78333,"Salvia   columbariae"
"11519",139,559,71,298,-117.422778,34.325,"Salvia   columbariae"
"11520",146,567,69,314,-122.4,39.216667,"Salvia   columbariae"
"11521",168,394,113,211,-116.976944,33.462222,"Salvia   columbariae"
"11522",146,571,69,312,-122.464444,39.4572219990741,"Salvia   columbariae"
"11523",137,254,93,136,-121.132,35.903,"Salvia   columbariae"
"11524",224,96,321,36,-115.333333,34.083333,"Salvia   columbariae"
"11525",140,453,76,224,-116.470591345005,33.2300020462131,"Salvia   columbariae"
"11526",148,266,131,146,-118.409722,32.848278,"Salvia   columbariae"
"11527",130,191,50,80,-117.125,36.03333,"Salvia   columbariae"
"11528",160,425,99,238,-118.434444,34.5025,"Salvia   columbariae"
"11529",138,338,69,181,-118.326111,34.611667,"Salvia   columbariae"
"11530",158,606,93,344,-117.455,34.27,"Salvia   columbariae"
"11531",128,652,85,356,-120.6,35.316667,"Salvia   columbariae"
"11532",170,373,125,197,-116.85924,32.76546,"Salvia   columbariae"
"11533",94,324,13,148,-117.75,36.23333,"Salvia   columbariae"
"11534",134,626,67,338,-117.49444,34.3025,"Salvia   columbariae"
"11535",132,359,64,188,-118.415556,34.646667,"Salvia   columbariae"
"11536",114,583,55,307,-119.307,34.785,"Salvia   columbariae"
"11537",160,423,101,237,-118.529722,34.524444,"Salvia   columbariae"
"11538",135,250,105,132,-121.4625,35.90694,"Salvia   columbariae"
"11539",128,636,65,349,-118.11063875015,34.2199626185408,"Salvia   columbariae"
"11540",145,383,79,210,-118.588194,34.619028,"Salvia   columbariae"
"11541",155,511,93,256,-116.950556,33.977778,"Salvia   columbariae"
"11542",155,511,93,256,-116.95056,33.97778,"Salvia   columbariae"
"11543",106,493,41,249,-118.678056,34.719167,"Salvia   columbariae"
"11544",122,372,60,189,-118.598056,34.704722,"Salvia   columbariae"
"11545",186,191,282,67,-115.15,34.616667,"Salvia   columbariae"
"11546",144,550,100,315,-120.058333,34.741667,"Salvia   columbariae"
"11547",166,573,106,327,-117.43111,34.1925,"Salvia   columbariae"
"11548",201,194,120,93,-116.59515,33.94849,"Salvia   columbariae"
"11549",154,694,82,385,-122.099444,38.5025,"Salvia   columbariae"
"11550",159,673,96,388,-117.466667,34.227778,"Salvia   columbariae"
"11551",171,201,102,107,-119.483333,36.116667,"Salvia   columbariae"
"11552",155,680,92,388,-117.480833,34.229444,"Salvia   columbariae"
"11553",133,224,40,111,-118.12156,36.60325,"Salvia   columbariae"
"11554",139,471,76,257,-118.441389,34.356944,"Salvia   columbariae"
"11555",143,595,67,327,-122.463611,39.3552779990747,"Salvia   columbariae"
"11556",167,282,129,153,-117.5,33.45833,"Salvia   columbariae"
"11557",201,133,295,49,-115.625,33.854167,"Salvia   columbariae"
"11558",202,131,297,48,-115.62722,33.85694,"Salvia   columbariae"
"11559",209,113,134,40,-115.893889,33.6675,"Salvia   columbariae"
"11560",215,98,124,35,-115.9125,33.62,"Salvia   columbariae"
"11561",147,427,121,255,-119.869,34.036,"Salvia   columbariae"
"11562",146,635,94,344,-117.4388,33.578,"Salvia   columbariae"
"11563",156,185,82,93,-117.6769,34.6966,"Salvia   columbariae"
"11565",153,290,82,154,-117.706111,34.536389,"Salvia   columbariae"
"11566",152,576,100,314,-117.441667,33.591667,"Salvia   columbariae"
"11567",166,271,138,154,-118.5362,33.4703,"Salvia   columbariae"
"11568",156,183,83,92,-117.675,34.6975,"Salvia   columbariae"
"11569",212,94,309,40,-115.84833,34.38667,"Salvia   columbariae"
"11570",166,271,138,154,-118.5389,33.4727,"Salvia   columbariae"
"11571",134,487,65,264,-117.810634178046,34.4499583607903,"Salvia   columbariae"
"11572",114,572,54,299,-119.266,34.79,"Salvia   columbariae"
"11573",157,580,96,331,-117.869667,34.230567,"Salvia   columbariae"
"11574",135,659,71,364,-117.68485,34.238969999122,"Salvia   columbariae"
"11575",156,678,80,341,-122.5344,39.9951,"Salvia   columbariae"
"11576",142,362,75,196,-118.219444,34.45639,"Salvia   columbariae"
"11577",140,441,70,238,-117.664722,34.451111,"Salvia   columbariae"
"11578",177,302,119,164,-117.04911,33.76859,"Salvia   columbariae"
"11579",149,279,90,146,-120.9194,36.6097,"Salvia   columbariae"
"11580",155,681,78,342,-122.547222,39.9891669990709,"Salvia   columbariae"
"11581",142,362,75,196,-118.219444,34.456389,"Salvia   columbariae"
"11582",150,566,71,299,-122.508333,39.6108329990731,"Salvia   columbariae"
"11583",179,441,126,254,-117.5208,34.1262,"Salvia   columbariae"
"11584",161,398,103,224,-118.66473,34.603054,"Salvia   columbariae"
"11585",156,185,82,93,-117.678056,34.695556,"Salvia   columbariae"
"11586",203,111,299,44,-115.94,34.29556,"Salvia   columbariae"
"11587",161,398,103,224,-118.664722,34.603056,"Salvia   columbariae"
"11588",126,373,60,187,-118.876944,34.809444,"Salvia   columbariae"
"11589",163,533,116,302,-118.505325,34.128724,"Salvia   columbariae"
"11590",174,388,114,213,-117.224,34.1549,"Salvia   columbariae"
"11591",149,396,125,238,-119.884,34.05,"Salvia   columbariae"
"11592",183,178,102,61,-115.598456,34.923806,"Salvia   columbariae"
"11593",144,235,74,120,-118.305571714512,35.0406339840709,"Salvia   columbariae"
"11594",147,427,121,255,-119.8705,34.038,"Salvia   columbariae"
"11595",160,451,101,236,-116.8704,33.4766,"Salvia   columbariae"
"11596",187,157,97,61,-116.395,34.39167,"Salvia   columbariae"
"11597",202,113,298,45,-115.93833,34.30167,"Salvia   columbariae"
"11598",160,451,101,236,-116.870556,33.476667,"Salvia   columbariae"
"11599",159,468,102,249,-116.979722,33.516110999131,"Salvia   columbariae"
"11600",173,349,117,188,-116.998611,33.5024999991312,"Salvia   columbariae"
"11601",156,500,77,266,-122.447778,39.5927779990732,"Salvia   columbariae"
"11602",168,479,116,273,-118.360645193579,34.2899589218479,"Salvia   columbariae"
"11603",172,356,117,192,-117.006,33.5095,"Salvia   columbariae"
"11605",166,413,110,220,-116.956944,33.464167,"Salvia   columbariae"
"11606",175,340,119,182,-116.966667,33.4999999991312,"Salvia   columbariae"
"11607",125,659,83,358,-120.691,35.379,"Salvia   columbariae"
"11608",163,428,106,226,-116.86667,33.45,"Salvia   columbariae"
"11609",143,408,81,208,-120.987778,36.8272219990945,"Salvia   columbariae"
"11610",141,670,66,367,-122.4,39.05,"Salvia   columbariae"
"11611",144,465,117,277,-119.87,34.042,"Salvia   columbariae"
"11612",157,532,76,277,-122.529167,39.6788889990727,"Salvia   columbariae"
"11613",142,498,112,294,-119.798,34.0239999991246,"Salvia   columbariae"
"11614",142,498,112,294,-119.798,34.024,"Salvia   columbariae"
"11615",166,412,109,220,-116.954205153718,33.5094906919683,"Salvia   columbariae"
"11616",119,377,59,195,-118.68111,34.715836,"Salvia   columbariae"
"11617",119,377,59,195,-118.681111,34.715833,"Salvia   columbariae"
"11618",134,643,93,355,-120.679,35.378,"Salvia   columbariae"
"11619",163,305,126,166,-117.55,33.39167,"Salvia   columbariae"
"11620",173,358,117,192,-116.977778,33.494167,"Salvia   columbariae"
"11621",213,99,309,36,-115.47,33.41389,"Salvia   columbariae"
"11622",170,379,114,204,-117.003611,33.469444,"Salvia   columbariae"
"11623",167,407,109,222,-117.133333,33.766667,"Salvia   columbariae"
"11624",169,353,106,178,-116.47316,33.09777,"Salvia   columbariae"
"11625",166,305,126,165,-117.532344,33.495075,"Salvia   columbariae"
"11626",167,319,123,171,-117.514722,33.591389,"Salvia   columbariae"
"11627",180,301,122,167,-117.1766,34.1085,"Salvia   columbariae"
"11628",163,278,92,119,-116.412389,34.14,"Salvia   columbariae"
"11629",161,104,74,38,-117.346944,37.034722,"Salvia   columbariae"
"11630",149,259,75,119,-116.9372,34.6854,"Salvia   columbariae"
"11631",160,233,86,103,-116.7508,34.6027999991177,"Salvia   columbariae"
"11632",160,233,86,103,-116.7508,34.6028,"Salvia   columbariae"
"11633",140,388,114,220,-120.4357,34.7108999991164,"Salvia   columbariae"
"11634",167,341,121,183,-117.5099,33.6019,"Salvia   columbariae"
"11635",142,670,78,373,-117.674438,34.199959,"Salvia   columbariae"
"11636",174,204,93,69,-115.17028,35.05972,"Salvia   columbariae"
"11637",174,145,97,60,-116.696326,34.800245,"Salvia   columbariae"
"11638",137,726,62,394,-122.508611,39.07,"Salvia   columbariae"
"11639",206,118,301,44,-115.47139,33.4475,"Salvia   columbariae"
"11640",118,687,55,378,-118.120515,34.283344,"Salvia   columbariae"
"11641",133,679,68,374,-117.73947,34.220934,"Salvia   columbariae"
"11642",131,589,67,323,-118.087822,34.2542279991218,"Salvia   columbariae"
"11644",188,92,102,35,-116.363333,35.966667,"Salvia   columbariae"
"11645",149,584,87,328,-117.891785,34.213644,"Salvia   columbariae"
"11646",165,372,104,190,-116.46712,33.00994,"Salvia   columbariae"
"11647",149,594,88,333,-117.88833,34.20833,"Salvia   columbariae"
"11651",150,513,87,256,-116.8784,33.8679,"Salvia   columbariae"
"11652",157,280,83,143,-121.111667,36.9583329990933,"Salvia   columbariae"
"11653",154,329,90,178,-120.4625,36.046943999102,"Salvia   columbariae"
"11654",155,275,94,138,-121.041667,36.9166669990936,"Salvia   columbariae"
"11655",149,457,89,234,-116.55734,33.07309,"Salvia   columbariae"
"11656",160,266,94,142,-120.466389,36.2191669991003,"Salvia   columbariae"
"11657",161,259,97,140,-120.457222,36.0974999991015,"Salvia   columbariae"
"11658",160,242,83,121,-120.975278,36.9786109990931,"Salvia   columbariae"
"11659",189,204,120,109,-118.751086778367,35.2094073482269,"Salvia   columbariae"
"11660",147,351,77,188,-117.6691,34.4986,"Salvia   columbariae"
"11661",163,246,98,133,-120.440556,36.0938889991015,"Salvia   columbariae"
"11662",107,190,16,78,-118.28539,37.36931,"Salvia   columbariae"
"11663",102,161,23,52,-117.98492,37.41622,"Salvia   columbariae"
"11664",130,157,35,70,-118.26583,37.25083,"Salvia   columbariae"
"11665",103,159,24,50,-117.975,37.413,"Salvia   columbariae"
"11666",138,153,42,68,-118.2672,37.2527,"Salvia   columbariae"
"11667",107,190,16,78,-118.2854,37.3693,"Salvia   columbariae"
"11668",107,190,16,78,-118.285278,37.372778,"Salvia   columbariae"
"11669",138,153,42,68,-118.26719,37.25269,"Salvia   columbariae"
"11670",162,228,82,77,-115.20917,35.13972,"Salvia   columbariae"
"11671",107,190,16,78,-118.2894,37.3749,"Salvia   columbariae"
"11672",124,168,30,73,-118.25,37.233333,"Salvia   columbariae"
"11673",107,190,16,78,-118.28944,37.37028,"Salvia   columbariae"
"11674",183,307,117,151,-116.69444,33.89167,"Salvia   columbariae"
"11675",98,165,19,54,-117.966667,37.416667,"Salvia   columbariae"
"11676",143,599,67,329,-122.44666,39.35919,"Salvia   columbariae"
"11677",141,377,116,214,-120.4402,34.7058999991165,"Salvia   columbariae"
"11678",173,308,107,152,-116.3659,33.0849,"Salvia   columbariae"
"11679",141,512,111,301,-119.786,34.015,"Salvia   columbariae"
"11680",203,134,299,50,-115.46667,34.08333,"Salvia   columbariae"
"11681",175,300,137,169,-117.04167,32.84167,"Salvia   columbariae"
"11682",150,377,86,187,-116.34979,33.02284,"Salvia   columbariae"
"11683",144,430,91,229,-121.214,36.498,"Salvia   columbariae"
"11686",150,678,74,348,-122.631667,39.8311109990718,"Salvia   columbariae"
"11687",177,269,108,122,-116.5675,34.04444,"Salvia   columbariae"
"11688",115,523,47,249,-116.601111,34.2075,"Salvia   columbariae"
"11689",123,734,60,378,-116.87131,33.35974,"Salvia   columbariae"
"11691",188,167,286,58,-115.41679,34.923876,"Salvia   columbariae"
"11692",115,1166,62,616,-122.814614,38.837871,"Salvia   columbariae"
"11693",123,734,60,378,-116.86638,33.3591,"Salvia   columbariae"
"11695",147,334,77,171,-118.425,35.583333,"Salvia   columbariae"
"11696",147,356,78,158,-116.4575,34.1478,"Salvia   columbariae"
"11697",201,197,122,96,-116.633333,33.925,"Salvia   columbariae"
"11698",143,375,118,215,-120.429291,34.677694,"Salvia   columbariae"
"11699",154,1087,82,558,-121.550833,39.5830559990733,"Salvia   columbariae"
"11700",147,357,78,158,-116.465,34.1498,"Salvia   columbariae"
"11701",139,418,71,215,-118.49917,35.72111,"Salvia   columbariae"
"11702",209,115,305,44,-115.20972,33.49,"Salvia   columbariae"
"11704",132,743,100,404,-122.25,37.083332,"Salvia   columbariae"
"11705",139,319,73,155,-116.23662,32.71321,"Salvia   columbariae"
"11706",114,601,58,320,-119.266667,34.541667,"Salvia   columbariae"
"11707",152,258,82,139,-118.020639630994,34.5099552518115,"Salvia   columbariae"
"11708",146,373,125,219,-120.2083,34.0007,"Salvia   columbariae"
"11709",150,144,49,54,-116.686667,36.547778,"Salvia   columbariae"
"11710",110,613,51,320,-119.3414,34.878,"Salvia   columbariae"
"11711",153,125,68,45,-116.9014,36.7452,"Salvia   columbariae"
"11712",202,126,127,44,-115.80208,33.67578,"Salvia   columbariae"
"11713",170,311,127,169,-117.25115,33.37642,"Salvia   columbariae"
"11714",189,134,111,47,-116.29139,34.61583,"Salvia   columbariae"
"11715",145,389,123,229,-120.08205,33.924,"Salvia   columbariae"
"11716",195,117,117,41,-116.3075,34.62528,"Salvia   columbariae"
"11717",123,1103,67,588,-122.841814,38.822753,"Salvia   columbariae"
"11718",124,353,56,176,-118.233333,35.525,"Salvia   columbariae"
"11719",150,514,72,285,-122.516389,39.4255559990743,"Salvia   columbariae"
"11720",162,496,108,274,-117.4013,33.7991,"Salvia   columbariae"
"11721",166,301,93,159,-118.416667,35.683333,"Salvia   columbariae"
"11722",148,294,79,158,-118.022095,34.485801,"Salvia   columbariae"
"11723",93,205,4,82,-119.68469,39.52631,"Salvia   columbariae"
"11724",135,299,57,105,-115.4358,35.1217,"Salvia   columbariae"
"11725",154,518,90,256,-117.03186,34.09581,"Salvia   columbariae"
"11726",126,649,86,348,-121.559444,36.3713889990988,"Salvia   columbariae"
"11727",101,436,34,216,-118.125,35.579167,"Salvia   columbariae"
"11728",170,365,118,198,-117.0839,33.4119,"Salvia   columbariae"
"11729",145,899,85,501,-122.43258,38.40706,"Salvia   columbariae"
"11730",126,649,86,348,-121.5594,36.3713999990988,"Salvia   columbariae"
"11731",148,393,123,236,-119.87322,34.0165,"Salvia   columbariae"
"11732",163,582,104,334,-117.8919,34.241389,"Salvia   columbariae"
"11733",100,138,133,42,-118.6231,38.7967,"Salvia   columbariae"
"11734",149,405,123,243,-119.7289,33.9959,"Salvia   columbariae"
"11735",140,556,74,306,-117.835051,34.29692,"Salvia   columbariae"
"11736",89,799,26,428,-117.6333,34.26651,"Salvia   columbariae"
"11737",146,520,83,259,-116.85728,33.89037,"Salvia   columbariae"
"11738",146,704,72,363,-122.628889,39.8124999990719,"Salvia   columbariae"
"11739",191,126,291,45,-115.835,35.0875,"Salvia   columbariae"
"11740",144,598,68,329,-122.401667,39.166110999076,"Salvia   columbariae"
"11741",130,858,60,459,-122.46677,39.0462,"Salvia   columbariae"
"11742",141,198,61,68,-115.888209,35.772878,"Salvia   columbariae"
"11743",228,83,139,39,-116.30417,33.7775,"Salvia   columbariae"
"11744",168,235,89,84,-115.6575,34.782222,"Salvia   columbariae"
"11745",168,223,95,101,-116.855278,34.5038889991188,"Salvia   columbariae"
"11746",174,104,72,48,-117.376667,35.8616669991039,"Salvia   columbariae"
"11747",168,133,85,47,-115.995,35.785833,"Salvia   columbariae"
"11748",200,201,121,99,-116.641667,33.925,"Salvia   columbariae"
"11749",171,325,115,178,-117.25417,33.81667,"Salvia   columbariae"
"11750",151,686,76,349,-122.611389,39.8997219990714,"Salvia   columbariae"
"11751",151,393,87,215,-120.1775,35.7744439991048,"Salvia   columbariae"
"11752",184,278,117,132,-116.64857,33.96747,"Salvia   columbariae"
"11753",164,457,108,252,-117.355,33.80361,"Salvia   columbariae"
"11754",129,580,70,306,-116.57253,32.76409,"Salvia   columbariae"
"11755",213,102,138,37,-115.9175,33.6158,"Salvia   columbariae"
"11756",203,212,136,112,-116.19199,32.83785,"Salvia   columbariae"
"11757",158,296,89,169,-118.385941,34.72373,"Salvia   columbariae"
"11758",205,119,129,41,-115.80225,33.66793,"Salvia   columbariae"
"11759",143,645,68,355,-122.40417,39.03092,"Salvia   columbariae"
"11760",172,351,116,190,-117.05,33.566667,"Salvia   columbariae"
"11761",199,136,124,47,-115.816667,33.616667,"Salvia   columbariae"
"11762",138,1063,75,586,-122.5466,38.6113,"Salvia   columbariae"
"11763",130,571,62,293,-117.15214,34.3723499991204,"Salvia   columbariae"
"11764",159,175,80,87,-117.916,35.984194,"Salvia   columbariae"
"11765",85,298,-2,121,-119.4308,38.6411,"Salvia   columbariae"
"11766",157,493,118,287,-118.856817,34.139323,"Salvia   columbariae"
"11767",220,123,136,42,-114.72694,34.49833,"Salvia   columbariae"
"11768",170,348,115,191,-117.32231,33.83699,"Salvia   columbariae"
"11769",141,192,63,90,-117.767444,36.070778,"Salvia   columbariae"
"11770",152,523,74,289,-122.317778,39.1063889990764,"Salvia   columbariae"
"11771",226,67,131,25,-115.3942,33.2203,"Salvia   columbariae"
"11772",213,106,307,39,-115.56778,33.67389,"Salvia   columbariae"
"11773",230,92,330,32,-115.06028,34.30517,"Salvia   columbariae"
"11774",143,654,67,360,-122.37688,39.01452,"Salvia   columbariae"
"11775",208,93,309,36,-115.86667,34.86667,"Salvia   columbariae"
"11776",176,200,98,70,-115.695833,34.756944,"Salvia   columbariae"
"11777",142,677,66,371,-122.38915,39.01745,"Salvia   columbariae"
"11778",175,94,95,42,-117.25167,35.15778,"Salvia   columbariae"
"11779",153,165,73,63,-116.390084,35.561503,"Salvia   columbariae"
"11780",170,129,88,48,-116.37806,35.44222,"Salvia   columbariae"
"11781",160,573,106,326,-118.308889,34.22075,"Salvia   columbariae"
"11782",135,466,66,227,-116.85092,34.3558299991206,"Salvia   columbariae"
"11783",108,1020,41,514,-122.91787,40.33084,"Salvia   columbariae"
"11784",209,76,311,28,-116.18417,35.16306,"Salvia   columbariae"
"11785",169,154,93,78,-118.07978,35.31747,"Salvia   columbariae"
"11786",97,200,8,82,-119.703306,39.490056,"Salvia   columbariae"
"11787",136,375,70,190,-118.52953,35.4765,"Salvia   columbariae"
"11788",200,137,124,47,-115.801,33.686,"Salvia   columbariae"
"11789",226,71,133,28,-115.98387,33.58188,"Salvia   columbariae"
"11790",219,89,315,36,-115.72,34.163,"Salvia   columbariae"
"11791",210,116,306,44,-115.32967,33.62463,"Salvia   columbariae"
"11792",178,284,134,144,-117.64662,33.89329,"Salvia   columbariae"
"11793",219,89,316,36,-115.72981,34.16651,"Salvia   columbariae"
"11794",144,354,75,190,-117.898361,34.478444,"Salvia   columbariae"
"11795",153,642,77,326,-122.583333,39.8541669990717,"Salvia   columbariae"
"11796",166,142,92,76,-118.06451,34.846867,"Salvia   columbariae"
"11797",172,226,99,92,-116.3931,34.266,"Salvia   columbariae"
"11798",134,789,62,427,-122.45321,39.0281,"Salvia   columbariae"
"11799",141,853,72,469,-122.337408,38.745636,"Salvia   columbariae"
"11800",159,538,80,281,-121.842222,39.1933329990758,"Salvia   columbariae"
"11801",146,972,69,495,-122.755278,40.3099999990691,"Salvia   columbariae"
"11803",214,135,130,60,-116.4074,33.6778,"Salvia   columbariae"
"11804",153,193,71,64,-115.65518,35.5221099991074,"Salvia   columbariae"
"11805",191,147,289,52,-115.68584,34.8820699991145,"Salvia   columbariae"
"11806",158,139,74,52,-116.550556,36.1763889991007,"Salvia   columbariae"
"11807",135,837,64,456,-122.510962,38.888035,"Salvia   columbariae"
"11808",149,405,123,243,-119.7271,33.9984,"Salvia   columbariae"
"11809",149,405,123,243,-119.72711,33.99839,"Salvia   columbariae"
"11810",103,138,137,41,-118.784719,38.821792,"Salvia   columbariae"
"11811",121,1121,65,597,-122.848154,38.831112,"Salvia   columbariae"
"11812",130,1046,70,562,-122.881423,38.833768,"Salvia   columbariae"
"11813",179,497,131,290,-117.84305,34.13527,"Salvia   columbariae"
"11814",148,417,122,251,-119.9,34.066667,"Salvia   columbariae"
"11815",161,306,94,137,-116.41222,33.61861,"Salvia   columbariae"
"11816",192,144,291,51,-115.648042,34.913434,"Salvia   columbariae"
"11817",135,282,53,93,-114.14519,36.25289,"Salvia   columbariae"
"11818",172,222,93,78,-115.632823,34.809301,"Salvia   columbariae"
"11819",108,249,20,111,-117.821389,36.518611,"Salvia   columbariae"
"11820",169,228,90,79,-115.505974,34.980977,"Salvia   columbariae"
"11821",146,537,80,293,-117.50305,34.32138,"Salvia   columbariae"
"11822",136,212,56,74,-115.9031,35.7825,"Salvia   columbariae"
"11823",156,520,105,283,-117.4331,33.6064,"Salvia   columbariae"
"11824",109,870,43,461,-117.219597,34.256532,"Salvia   columbariae"
"11825",147,464,98,260,-120.104069,35.108443,"Salvia   columbariae"
"11826",175,206,102,78,-116.16911,34.1,"Salvia   columbariae"
"11827",161,541,113,306,-118.510646995736,34.1299623328997,"Salvia   columbariae"
"11828",170,577,112,335,-117.789224,34.232464,"Salvia   columbariae"
"11829",131,251,52,84,-115.557346,35.540733,"Salvia   columbariae"
"11830",185,84,83,41,-117.53439,35.63381,"Salvia   columbariae"
"11831",147,317,76,164,-118.305747,35.719039,"Salvia   columbariae"
"11832",165,524,110,299,-118.291667,34.2847219991215,"Salvia   columbariae"
"11833",178,195,99,67,-115.628889,34.844167,"Salvia   columbariae"
"11834",127,298,56,148,-118.001876,35.650122,"Salvia   columbariae"
"11835",85,319,11,133,-117.099722,36.129167,"Salvia   columbariae"
"11837",157,312,132,186,-118.412447,33.380605,"Salvia   columbariae"
"11838",204,128,116,47,-116.004694,33.692,"Salvia   columbariae"
